元气少女缘结神OVA：神明 幸福美满,9.1,日本,爱情,https://movie.douban.com/subject/26899000/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2391890320.jpg
倒数第二次恋爱 2012秋SP,9.1,日本,爱情,https://movie.douban.com/subject/19955789/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1998695160.jpg
高智能方程式赛车 TV总集篇,9.1,日本,爱情,https://movie.douban.com/subject/4906417/,https://img3.doubanio.com/view/subject/l/public/s4412555.jpg
一一,9.0,日本,爱情,https://movie.douban.com/subject/1292434/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2119675128.jpg
寅次郎的故事48：寅次郎红之花,9.0,日本,爱情,https://movie.douban.com/subject/1417013/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2333007595.jpg
草地恋歌,9.3,韩国,爱情,https://movie.douban.com/subject/30238371/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2523789644.jpg
我爱你,9.0,韩国,爱情,https://movie.douban.com/subject/5908478/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg
无事生非 (2011年伦敦Wyndham剧院版),9.4,英国,爱情,https://movie.douban.com/subject/26763132/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2328040727.jpg
帕迪下一个最好的事情,9.2,英国,爱情,https://movie.douban.com/subject/1863428/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2532865741.jpg
第十二夜,9.0,英国,爱情,https://movie.douban.com/subject/26994997/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2445773970.jpg
罗密欧与朱丽叶,9.4,法国,爱情,https://movie.douban.com/subject/25928148/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2224933614.jpg
巴黎圣母院,9.3,法国,爱情,https://movie.douban.com/subject/20326557/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2329626263.jpg
天堂电影院,9.1,法国,爱情,https://movie.douban.com/subject/1291828/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910901025.jpg
沉静如海,9.1,法国,爱情,https://movie.douban.com/subject/1769507/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p541622159.jpg
卡比利亚之夜,9.0,法国,爱情,https://movie.douban.com/subject/1294781/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2204675868.jpg
美丽人生,9.5,意大利,爱情,https://movie.douban.com/subject/1292063/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p510861873.jpg
灿烂人生,9.4,意大利,爱情,https://movie.douban.com/subject/1291831/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1161132422.jpg
天堂电影院,9.1,意大利,爱情,https://movie.douban.com/subject/1291828/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910901025.jpg
卡比利亚之夜,9.0,意大利,爱情,https://movie.douban.com/subject/1294781/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2204675868.jpg
三傻大闹宝莱坞,9.2,印度,爱情,https://movie.douban.com/subject/3793023/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p579729551.jpg
战争诗人,9.0,印度,爱情,https://movie.douban.com/subject/3062866/,https://img1.doubanio.com/view/subject/l/public/s3357499.jpg
莫娣,9.0,加拿大,爱情,https://movie.douban.com/subject/25938803/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2431089276.jpg
莫娣,9.0,爱尔兰,爱情,https://movie.douban.com/subject/25938803/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2431089276.jpg
婚姻生活,9.0,瑞典,爱情,https://movie.douban.com/subject/1292981/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2037298187.jpg
